year,area,period,anomaly
1952,SH,Sep,-0.01
1953,SH,Sep,-0.09
1954,SH,Sep,-0.29
1955,SH,Sep,-0.22
1956,SH,Sep,-0.08
1957,SH,Sep,0.05
1958,SH,Sep,-0.11
1959,SH,Sep,-0.25
1960,SH,Sep,0.02
1961,SH,Sep,0.19
1962,SH,Sep,0.03
1963,SH,Sep,0.22
1964,SH,Sep,-0.31
1965,SH,Sep,-0.09
1966,SH,Sep,-0.12
1967,SH,Sep,-0.1
1968,SH,Sep,-0.32
1969,SH,Sep,0.13
1970,SH,Sep,0.27
1971,SH,Sep,0.02
1972,SH,Sep,0.3
1973,SH,Sep,0.26
1974,SH,Sep,0.01
1975,SH,Sep,0.02
1976,SH,Sep,-0.01
1977,SH,Sep,-0.07
1978,SH,Sep,0.12
1979,SH,Sep,0.31
1980,SH,Sep,0.31
1981,SH,Sep,0.16
1982,SH,Sep,0.23
1983,SH,Sep,0.49
1984,SH,Sep,0.46
1985,SH,Sep,0.23
1986,SH,Sep,0.09
1987,SH,Sep,0.33
1988,SH,Sep,0.47
1989,SH,Sep,0.45
1990,SH,Sep,0.05
1991,SH,Sep,0.52
1992,SH,Sep,0.17
1993,SH,Sep,0.3
1994,SH,Sep,0.31
1995,SH,Sep,0.25
1996,SH,Sep,0.45
1997,SH,Sep,0.54
1998,SH,Sep,0.24
1999,SH,Sep,0.36
2000,SH,Sep,0.41
2001,SH,Sep,0.47
2002,SH,Sep,0.63
2003,SH,Sep,0.47
2004,SH,Sep,0.4
2005,SH,Sep,0.52
2006,SH,Sep,0.48
2007,SH,Sep,0.52
2008,SH,Sep,0.64
2009,SH,Sep,0.59
2010,SH,Sep,0.55
2011,SH,Sep,0.39
2012,SH,Sep,0.58
2013,SH,Sep,0.82
2014,SH,Sep,0.9
2015,SH,Sep,0.55
2016,SH,Sep,0.6
2017,SH,Sep,0.53
2018,SH,Sep,0.64
2019,SH,Sep,0.65
2020,SH,Sep,0.77
2021,SH,Sep,0.79
2022,SH,Sep,0.63
2023,SH,Sep,NULL
1880,GLB,Oct,-0.23
1881,GLB,Oct,-0.21
1882,GLB,Oct,-0.23
1883,GLB,Oct,-0.11
1884,GLB,Oct,-0.24
1885,GLB,Oct,-0.23
1886,GLB,Oct,-0.27
1887,GLB,Oct,-0.35
1888,GLB,Oct,0.02
1889,GLB,Oct,-0.25
1890,GLB,Oct,-0.25
1891,GLB,Oct,-0.22
1892,GLB,Oct,-0.14
1893,GLB,Oct,-0.18
1894,GLB,Oct,-0.22
1895,GLB,Oct,-0.1
1896,GLB,Oct,0.07
1897,GLB,Oct,-0.12
1898,GLB,Oct,-0.34
1899,GLB,Oct,-0.04
1900,GLB,Oct,0.1
1901,GLB,Oct,-0.28
1902,GLB,Oct,-0.28
1903,GLB,Oct,-0.47
1904,GLB,Oct,-0.39
1905,GLB,Oct,-0.25
1906,GLB,Oct,-0.2
1907,GLB,Oct,-0.22
1908,GLB,Oct,-0.44
1909,GLB,Oct,-0.39
1910,GLB,Oct,-0.41
1911,GLB,Oct,-0.26
1912,GLB,Oct,-0.57
1913,GLB,Oct,-0.32
1914,GLB,Oct,-0.03
1915,GLB,Oct,-0.24
1916,GLB,Oct,-0.33
1917,GLB,Oct,-0.44
1918,GLB,Oct,-0.06
1919,GLB,Oct,-0.2
1920,GLB,Oct,-0.26
1921,GLB,Oct,-0.03
1922,GLB,Oct,-0.32
1923,GLB,Oct,-0.13
1924,GLB,Oct,-0.35
1925,GLB,Oct,-0.17
1926,GLB,Oct,-0.11
1927,GLB,Oct,-0.01
1928,GLB,Oct,-0.18
1929,GLB,Oct,-0.14
1930,GLB,Oct,-0.12
1931,GLB,Oct,0.05
1932,GLB,Oct,-0.08
1933,GLB,Oct,-0.25
1934,GLB,Oct,-0.06
1935,GLB,Oct,-0.05
1936,GLB,Oct,-0.02
1937,GLB,Oct,0.09
1938,GLB,Oct,0.15
1939,GLB,Oct,-0.03
1940,GLB,Oct,0.12
1941,GLB,Oct,0.35
1942,GLB,Oct,0.02
1943,GLB,Oct,0.23
1944,GLB,Oct,0.27
1945,GLB,Oct,0.19
1946,GLB,Oct,-0.07
1947,GLB,Oct,0.07
1948,GLB,Oct,-0.05
1949,GLB,Oct,-0.06
1950,GLB,Oct,-0.2
1951,GLB,Oct,0.08
1952,GLB,Oct,0.0
1953,GLB,Oct,0.08
1954,GLB,Oct,-0.02
1955,GLB,Oct,-0.05
1956,GLB,Oct,-0.23
1957,GLB,Oct,0.01
1958,GLB,Oct,0.04
1959,GLB,Oct,-0.07
1960,GLB,Oct,0.06
1961,GLB,Oct,0.0
1962,GLB,Oct,0.01
1963,GLB,Oct,0.15
1964,GLB,Oct,-0.32
1965,GLB,Oct,-0.05
1966,GLB,Oct,-0.17
1967,GLB,Oct,0.09
1968,GLB,Oct,0.09
1969,GLB,Oct,0.09
1970,GLB,Oct,0.03
1971,GLB,Oct,-0.04
1972,GLB,Oct,0.08
1973,GLB,Oct,0.1
1974,GLB,Oct,-0.06
1975,GLB,Oct,-0.11
1976,GLB,Oct,-0.24
1977,GLB,Oct,0.03
1978,GLB,Oct,0.03
1979,GLB,Oct,0.26
1980,GLB,Oct,0.13
1981,GLB,Oct,0.12
1982,GLB,Oct,0.13
1983,GLB,Oct,0.17
1984,GLB,Oct,0.14
1985,GLB,Oct,0.11
1986,GLB,Oct,0.15
1987,GLB,Oct,0.32
1988,GLB,Oct,0.37
1989,GLB,Oct,0.29
1990,GLB,Oct,0.45
1991,GLB,Oct,0.29
1992,GLB,Oct,0.06
1993,GLB,Oct,0.23
1994,GLB,Oct,0.42
1995,GLB,Oct,0.47
1996,GLB,Oct,0.19
1997,GLB,Oct,0.61
1998,GLB,Oct,0.41
1999,GLB,Oct,0.34
2000,GLB,Oct,0.26
2001,GLB,Oct,0.5
2002,GLB,Oct,0.54
2003,GLB,Oct,0.72
2004,GLB,Oct,0.6
2005,GLB,Oct,0.75
2006,GLB,Oct,0.69
2007,GLB,Oct,0.58
2008,GLB,Oct,0.67
2009,GLB,Oct,0.65
2010,GLB,Oct,0.7
2011,GLB,Oct,0.65
2012,GLB,Oct,0.79
2013,GLB,Oct,0.69
2014,GLB,Oct,0.8
2015,GLB,Oct,1.09
2016,GLB,Oct,0.88
2017,GLB,Oct,0.9
2018,GLB,Oct,1.02
2019,GLB,Oct,1.01
2020,GLB,Oct,0.89
2021,GLB,Oct,1.0
2022,GLB,Oct,0.97
2023,GLB,Oct,NULL
1880,NH,Oct,-0.32
1881,NH,Oct,-0.44
1882,NH,Oct,-0.52
1883,NH,Oct,-0.16
1884,NH,Oct,-0.45
1885,NH,Oct,-0.37
1886,NH,Oct,-0.31
1887,NH,Oct,-0.49
1888,NH,Oct,-0.03
1889,NH,Oct,-0.41
1890,NH,Oct,-0.1
1891,NH,Oct,-0.28
1892,NH,Oct,-0.27
1893,NH,Oct,-0.28
1894,NH,Oct,-0.27
1895,NH,Oct,-0.08
1896,NH,Oct,0.05
1897,NH,Oct,-0.15
1898,NH,Oct,-0.36
1899,NH,Oct,0.05
1900,NH,Oct,0.23
1901,NH,Oct,-0.31
1902,NH,Oct,-0.3
1903,NH,Oct,-0.48
1904,NH,Oct,-0.39
1905,NH,Oct,-0.27
1906,NH,Oct,-0.17
1907,NH,Oct,-0.19
1908,NH,Oct,-0.45
1909,NH,Oct,-0.33
1910,NH,Oct,-0.31
1911,NH,Oct,-0.19
1912,NH,Oct,-0.84
1913,NH,Oct,-0.4
1914,NH,Oct,-0.01
1915,NH,Oct,-0.27
1916,NH,Oct,-0.35
1917,NH,Oct,-0.63
1918,NH,Oct,-0.05
1919,NH,Oct,-0.09
1920,NH,Oct,-0.4
1921,NH,Oct,-0.01
1922,NH,Oct,-0.32
1923,NH,Oct,0.07
1924,NH,Oct,-0.24
1925,NH,Oct,-0.08
1926,NH,Oct,0.07
1927,NH,Oct,0.24
1928,NH,Oct,-0.08
1929,NH,Oct,-0.01
1930,NH,Oct,0.02
1931,NH,Oct,0.36
1932,NH,Oct,0.15
1933,NH,Oct,-0.17
1934,NH,Oct,0.13
1935,NH,Oct,0.12
1936,NH,Oct,0.07
1937,NH,Oct,0.33
1938,NH,Oct,0.32
1939,NH,Oct,0.08
1940,NH,Oct,0.29
1941,NH,Oct,0.5
1942,NH,Oct,0.28
1943,NH,Oct,0.46
1944,NH,Oct,0.44
1945,NH,Oct,0.24
1946,NH,Oct,0.02
1947,NH,Oct,0.4
1948,NH,Oct,0.08
1949,NH,Oct,0.07
1950,NH,Oct,-0.06
1951,NH,Oct,0.29
1952,NH,Oct,-0.01
1953,NH,Oct,0.27
1954,NH,Oct,0.13
1955,NH,Oct,0.12
1956,NH,Oct,-0.28
1957,NH,Oct,0.06
1958,NH,Oct,0.08
1959,NH,Oct,-0.04
1960,NH,Oct,0.05
1961,NH,Oct,-0.04
1962,NH,Oct,0.13
1963,NH,Oct,0.42
1964,NH,Oct,-0.31
1965,NH,Oct,-0.02
1966,NH,Oct,-0.1
1967,NH,Oct,0.29
1968,NH,Oct,-0.01
1969,NH,Oct,0.03
1970,NH,Oct,-0.2
1971,NH,Oct,-0.16
1972,NH,Oct,-0.04
1973,NH,Oct,-0.07
1974,NH,Oct,-0.23
1975,NH,Oct,-0.18
1976,NH,Oct,-0.51
1977,NH,Oct,-0.02
1978,NH,Oct,-0.01
1979,NH,Oct,0.23
1980,NH,Oct,0.11
1981,NH,Oct,0.23
1982,NH,Oct,-0.01
1983,NH,Oct,0.12
1984,NH,Oct,0.08
1985,NH,Oct,0.02
1986,NH,Oct,0.09
1987,NH,Oct,0.22
1988,NH,Oct,0.23
1989,NH,Oct,0.25
1990,NH,Oct,0.48
1991,NH,Oct,0.29
1992,NH,Oct,-0.18
1993,NH,Oct,0.12
1994,NH,Oct,0.54
1995,NH,Oct,0.6
1996,NH,Oct,0.05
1997,NH,Oct,0.63
1998,NH,Oct,0.54
1999,NH,Oct,0.39
2000,NH,Oct,0.29
2001,NH,Oct,0.6
2002,NH,Oct,0.54
2003,NH,Oct,0.99
2004,NH,Oct,0.7
2005,NH,Oct,0.95
2006,NH,Oct,0.96
2007,NH,Oct,0.83
2008,NH,Oct,0.86
2009,NH,Oct,0.79
2010,NH,Oct,0.89
2011,NH,Oct,0.9
2012,NH,Oct,0.91
2013,NH,Oct,0.83
2014,NH,Oct,0.93
2015,NH,Oct,1.29
2016,NH,Oct,1.03
2017,NH,Oct,1.05
2018,NH,Oct,1.24
2019,NH,Oct,1.3
2020,NH,Oct,1.22
2021,NH,Oct,1.31
2022,NH,Oct,1.32
2023,NH,Oct,NULL
1880,SH,Oct,-0.14
1881,SH,Oct,0.0
1882,SH,Oct,0.04
1883,SH,Oct,-0.05
1884,SH,Oct,-0.06
1885,SH,Oct,-0.12
1886,SH,Oct,-0.23
1887,SH,Oct,-0.22
1888,SH,Oct,0.07
1889,SH,Oct,-0.09
1890,SH,Oct,-0.39
1891,SH,Oct,-0.15
1892,SH,Oct,0.0
1893,SH,Oct,-0.08
1894,SH,Oct,-0.17
1895,SH,Oct,-0.11
1896,SH,Oct,0.09
1897,SH,Oct,-0.09
1898,SH,Oct,-0.31
1899,SH,Oct,-0.11
1900,SH,Oct,-0.01
1901,SH,Oct,-0.25
1902,SH,Oct,-0.26
1903,SH,Oct,-0.47
1904,SH,Oct,-0.38
1905,SH,Oct,-0.2
1906,SH,Oct,-0.23
1907,SH,Oct,-0.25
1908,SH,Oct,-0.43
1909,SH,Oct,-0.45
1910,SH,Oct,-0.5
1911,SH,Oct,-0.32
1912,SH,Oct,-0.29
1913,SH,Oct,-0.24
1914,SH,Oct,-0.04
1915,SH,Oct,-0.2
1916,SH,Oct,-0.33
1917,SH,Oct,-0.26
1918,SH,Oct,-0.05
1919,SH,Oct,-0.3
1920,SH,Oct,-0.12
1921,SH,Oct,-0.04
1922,SH,Oct,-0.33
1923,SH,Oct,-0.31
1924,SH,Oct,-0.47
1925,SH,Oct,-0.24
1926,SH,Oct,-0.27
1927,SH,Oct,-0.24
1928,SH,Oct,-0.28
1929,SH,Oct,-0.26
1930,SH,Oct,-0.23
1931,SH,Oct,-0.24
1932,SH,Oct,-0.3
1933,SH,Oct,-0.32
1934,SH,Oct,-0.25
1935,SH,Oct,-0.21
1936,SH,Oct,-0.12
1937,SH,Oct,-0.15
1938,SH,Oct,-0.04
1939,SH,Oct,-0.14
1940,SH,Oct,-0.03
1941,SH,Oct,0.23
1942,SH,Oct,-0.25
1943,SH,Oct,0.0
1944,SH,Oct,0.09
1945,SH,Oct,0.14
1946,SH,Oct,-0.17
1947,SH,Oct,-0.26
1948,SH,Oct,-0.18
1949,SH,Oct,-0.2
1950,SH,Oct,-0.35
1951,SH,Oct,-0.11
1952,SH,Oct,0.01
1953,SH,Oct,-0.1
1954,SH,Oct,-0.18
1955,SH,Oct,-0.24
1956,SH,Oct,-0.19
1957,SH,Oct,-0.03
1958,SH,Oct,0.0
1959,SH,Oct,-0.1
1960,SH,Oct,0.06
1961,SH,Oct,0.04
1962,SH,Oct,-0.1
1963,SH,Oct,-0.12
1964,SH,Oct,-0.32
1965,SH,Oct,-0.08
1966,SH,Oct,-0.23
1967,SH,Oct,-0.13
1968,SH,Oct,0.18
1969,SH,Oct,0.17
1970,SH,Oct,0.24
1971,SH,Oct,0.06
1972,SH,Oct,0.21
1973,SH,Oct,0.27
1974,SH,Oct,0.11
1975,SH,Oct,-0.06
1976,SH,Oct,0.04
1977,SH,Oct,0.09
1978,SH,Oct,0.06
1979,SH,Oct,0.29
1980,SH,Oct,0.15
1981,SH,Oct,0.02
1982,SH,Oct,0.27
1983,SH,Oct,0.22
1984,SH,Oct,0.19
1985,SH,Oct,0.21
1986,SH,Oct,0.22
1987,SH,Oct,0.44
1988,SH,Oct,0.51
1989,SH,Oct,0.33
1990,SH,Oct,0.41
1991,SH,Oct,0.29
1992,SH,Oct,0.29
1993,SH,Oct,0.34
1994,SH,Oct,0.3
1995,SH,Oct,0.35
1996,SH,Oct,0.34
1997,SH,Oct,0.59
1998,SH,Oct,0.3
1999,SH,Oct,0.27
2000,SH,Oct,0.24
2001,SH,Oct,0.4
2002,SH,Oct,0.54
2003,SH,Oct,0.47
2004,SH,Oct,0.51
2005,SH,Oct,0.55
2006,SH,Oct,0.44
2007,SH,Oct,0.33
2008,SH,Oct,0.49
2009,SH,Oct,0.52
2010,SH,Oct,0.51
2011,SH,Oct,0.4
2012,SH,Oct,0.67
2013,SH,Oct,0.55
2014,SH,Oct,0.68
2015,SH,Oct,0.9
2016,SH,Oct,0.74
2017,SH,Oct,0.74
2018,SH,Oct,0.8
2019,SH,Oct,0.72
2020,SH,Oct,0.56
2021,SH,Oct,0.68
2022,SH,Oct,0.61
2023,SH,Oct,NULL
1880,GLB,Nov,-0.21
1881,GLB,Nov,-0.18
1882,GLB,Nov,-0.17
1883,GLB,Nov,-0.24
1884,GLB,Nov,-0.33
1885,GLB,Nov,-0.23
1886,GLB,Nov,-0.27
1887,GLB,Nov,-0.26
1888,GLB,Nov,0.03
1889,GLB,Nov,-0.33
1890,GLB,Nov,-0.43
1891,GLB,Nov,-0.31
1892,GLB,Nov,-0.42
1893,GLB,Nov,-0.18
1894,GLB,Nov,-0.25
1895,GLB,Nov,-0.16
1896,GLB,Nov,-0.04
1897,GLB,Nov,-0.17
1898,GLB,Nov,-0.38
1899,GLB,Nov,0.13
1900,GLB,Nov,-0.06
1901,GLB,Nov,-0.17
1902,GLB,Nov,-0.35
1903,GLB,Nov,-0.42
1904,GLB,Nov,-0.17
1905,GLB,Nov,-0.07
1906,GLB,Nov,-0.37
1907,GLB,Nov,-0.46
1908,GLB,Nov,-0.52
1909,GLB,Nov,-0.32
1910,GLB,Nov,-0.55
1911,GLB,Nov,-0.21
1912,GLB,Nov,-0.38
1913,GLB,Nov,-0.2
1914,GLB,Nov,-0.15
1915,GLB,Nov,-0.13
1916,GLB,Nov,-0.46
1917,GLB,Nov,-0.34
1918,GLB,Nov,-0.11
1919,GLB,Nov,-0.41
1920,GLB,Nov,-0.26
1921,GLB,Nov,-0.13
1922,GLB,Nov,-0.14
1923,GLB,Nov,-0.02
1924,GLB,Nov,-0.21
1925,GLB,Nov,0.05
1926,GLB,Nov,-0.06
1927,GLB,Nov,-0.05
1928,GLB,Nov,-0.09
1929,GLB,Nov,-0.11
1930,GLB,Nov,0.18
1931,GLB,Nov,-0.05
1932,GLB,Nov,-0.27
1933,GLB,Nov,-0.3
1934,GLB,Nov,0.04
1935,GLB,Nov,-0.25
1936,GLB,Nov,0.02
1937,GLB,Nov,0.09
1938,GLB,Nov,0.08
1939,GLB,Nov,0.07
1940,GLB,Nov,0.17
1941,GLB,Nov,0.23
1942,GLB,Nov,0.1
1943,GLB,Nov,0.2
1944,GLB,Nov,0.11
1945,GLB,Nov,0.07
1946,GLB,Nov,-0.05
1947,GLB,Nov,0.03
1948,GLB,Nov,-0.12
1949,GLB,Nov,-0.1
1950,GLB,Nov,-0.34
1951,GLB,Nov,-0.01
1952,GLB,Nov,-0.13
1953,GLB,Nov,-0.03
1954,GLB,Nov,0.08
1955,GLB,Nov,-0.25
1956,GLB,Nov,-0.15
1957,GLB,Nov,0.08
1958,GLB,Nov,0.02
1959,GLB,Nov,-0.08
1960,GLB,Nov,-0.11
1961,GLB,Nov,0.03
1962,GLB,Nov,0.06
1963,GLB,Nov,0.15
1964,GLB,Nov,-0.21
1965,GLB,Nov,-0.06
1966,GLB,Nov,-0.01
1967,GLB,Nov,-0.05
1968,GLB,Nov,-0.05
1969,GLB,Nov,0.12
1970,GLB,Nov,0.02
1971,GLB,Nov,-0.07
1972,GLB,Nov,0.02
1973,GLB,Nov,0.05
1974,GLB,Nov,-0.08
1975,GLB,Nov,-0.17
1976,GLB,Nov,-0.06
1977,GLB,Nov,0.16
1978,GLB,Nov,0.14
1979,GLB,Nov,0.28
1980,GLB,Nov,0.29
1981,GLB,Nov,0.23
1982,GLB,Nov,0.17
1983,GLB,Nov,0.3
1984,GLB,Nov,0.07
1985,GLB,Nov,0.05
1986,GLB,Nov,0.1
1987,GLB,Nov,0.29
1988,GLB,Nov,0.12
1989,GLB,Nov,0.2
1990,GLB,Nov,0.46
1991,GLB,Nov,0.29
1992,GLB,Nov,0.03
1993,GLB,Nov,0.03
1994,GLB,Nov,0.44
1995,GLB,Nov,0.44
1996,GLB,Nov,0.38
1997,GLB,Nov,0.64
1998,GLB,Nov,0.43
1999,GLB,Nov,0.37
2000,GLB,Nov,0.3
2001,GLB,Nov,0.72
2002,GLB,Nov,0.59
2003,GLB,Nov,0.53
2004,GLB,Nov,0.72
2005,GLB,Nov,0.73
2006,GLB,Nov,0.74
2007,GLB,Nov,0.59
2008,GLB,Nov,0.69
2009,GLB,Nov,0.79
2010,GLB,Nov,0.81
2011,GLB,Nov,0.58
2012,GLB,Nov,0.78
2013,GLB,Nov,0.83
2014,GLB,Nov,0.66
2015,GLB,Nov,1.06
2016,GLB,Nov,0.92
2017,GLB,Nov,0.88
2018,GLB,Nov,0.82
2019,GLB,Nov,0.99
2020,GLB,Nov,1.1
2021,GLB,Nov,0.93
2022,GLB,Nov,0.73
2023,GLB,Nov,NULL
1880,NH,Nov,-0.43
1881,NH,Nov,-0.37
1882,NH,Nov,-0.34
1883,NH,Nov,-0.45
1884,NH,Nov,-0.57
1885,NH,Nov,-0.38
1886,NH,Nov,-0.39
1887,NH,Nov,-0.27
1888,NH,Nov,-0.01
1889,NH,Nov,-0.62
1890,NH,Nov,-0.62
1891,NH,Nov,-0.53
1892,NH,Nov,-0.83
1893,NH,Nov,-0.33
1894,NH,Nov,-0.47
1895,NH,Nov,-0.12
1896,NH,Nov,-0.2
1897,NH,Nov,-0.25
1898,NH,Nov,-0.51
1899,NH,Nov,0.36
1900,NH,Nov,-0.12
1901,NH,Nov,-0.22
1902,NH,Nov,-0.44
1903,NH,Nov,-0.42
1904,NH,Nov,-0.08
1905,NH,Nov,0.09
1906,NH,Nov,-0.4
1907,NH,Nov,-0.55
1908,NH,Nov,-0.63
1909,NH,Nov,-0.12
1910,NH,Nov,-0.58
1911,NH,Nov,-0.2
1912,NH,Nov,-0.51
1913,NH,Nov,-0.15
1914,NH,Nov,-0.22
1915,NH,Nov,-0.04
1916,NH,Nov,-0.47
1917,NH,Nov,-0.32
1918,NH,Nov,-0.22
1919,NH,Nov,-0.48
1920,NH,Nov,-0.45
1921,NH,Nov,-0.1
1922,NH,Nov,-0.13
1923,NH,Nov,0.16
1924,NH,Nov,0.1
1925,NH,Nov,0.22
1926,NH,Nov,0.17
1927,NH,Nov,0.1
1928,NH,Nov,0.05
1929,NH,Nov,-0.02
1930,NH,Nov,0.44
1931,NH,Nov,0.26
1932,NH,Nov,-0.32
1933,NH,Nov,-0.24
1934,NH,Nov,0.27
1935,NH,Nov,-0.32
1936,NH,Nov,0.15
1937,NH,Nov,0.25
1938,NH,Nov,0.31
1939,NH,Nov,0.24
1940,NH,Nov,0.3
1941,NH,Nov,0.18
1942,NH,Nov,0.26
1943,NH,Nov,0.36
1944,NH,Nov,0.19
1945,NH,Nov,0.08
1946,NH,Nov,0.07
1947,NH,Nov,0.19
1948,NH,Nov,0.04
1949,NH,Nov,0.05
1950,NH,Nov,-0.33
1951,NH,Nov,0.08
1952,NH,Nov,-0.21
1953,NH,Nov,0.09
1954,NH,Nov,0.34
1955,NH,Nov,-0.34
1956,NH,Nov,-0.26
1957,NH,Nov,0.12
1958,NH,Nov,0.03
1959,NH,Nov,0.03
1960,NH,Nov,-0.08
1961,NH,Nov,0.08
1962,NH,Nov,0.12
1963,NH,Nov,0.43
1964,NH,Nov,-0.22
1965,NH,Nov,0.04
1966,NH,Nov,0.02
1967,NH,Nov,0.04
1968,NH,Nov,-0.22
1969,NH,Nov,0.14
1970,NH,Nov,0.01
1971,NH,Nov,-0.02
1972,NH,Nov,-0.19
1973,NH,Nov,-0.09
1974,NH,Nov,-0.21
1975,NH,Nov,-0.3
1976,NH,Nov,-0.32
1977,NH,Nov,0.27
1978,NH,Nov,0.16
1979,NH,Nov,0.24
1980,NH,Nov,0.2
1981,NH,Nov,0.35
1982,NH,Nov,-0.11
1983,NH,Nov,0.49
1984,NH,Nov,-0.1
1985,NH,Nov,0.02
1986,NH,Nov,0.03
1987,NH,Nov,0.1
1988,NH,Nov,0.05
1989,NH,Nov,0.11
1990,NH,Nov,0.46
1991,NH,Nov,0.32
1992,NH,Nov,-0.09
1993,NH,Nov,-0.21
1994,NH,Nov,0.5
1995,NH,Nov,0.57
1996,NH,Nov,0.35
1997,NH,Nov,0.59
1998,NH,Nov,0.49
1999,NH,Nov,0.53
2000,NH,Nov,0.2
2001,NH,Nov,0.98
2002,NH,Nov,0.79
2003,NH,Nov,0.66
2004,NH,Nov,0.98
2005,NH,Nov,1.05
2006,NH,Nov,0.95
2007,NH,Nov,0.82
2008,NH,Nov,0.96
2009,NH,Nov,0.84
2010,NH,Nov,1.2
2011,NH,Nov,0.66
2012,NH,Nov,0.98
2013,NH,Nov,1.12
2014,NH,Nov,0.8
2015,NH,Nov,1.38
2016,NH,Nov,1.12
2017,NH,Nov,1.22
2018,NH,Nov,0.97
2019,NH,Nov,1.2
2020,NH,Nov,1.61
2021,NH,Nov,1.31
2022,NH,Nov,1.1
2023,NH,Nov,NULL
1880,SH,Nov,0.0
1881,SH,Nov,0.0
1882,SH,Nov,-0.01
1883,SH,Nov,-0.04
1884,SH,Nov,-0.1
1885,SH,Nov,-0.11
1886,SH,Nov,-0.14
1887,SH,Nov,-0.24
1888,SH,Nov,0.07
1889,SH,Nov,-0.05
1890,SH,Nov,-0.24
1891,SH,Nov,-0.1
1892,SH,Nov,-0.03
1893,SH,Nov,-0.03
1894,SH,Nov,-0.03
1895,SH,Nov,-0.2
1896,SH,Nov,0.12
1897,SH,Nov,-0.09
1898,SH,Nov,-0.25
1899,SH,Nov,-0.09
1900,SH,Nov,0.01
1901,SH,Nov,-0.12
1902,SH,Nov,-0.25
1903,SH,Nov,-0.44
1904,SH,Nov,-0.25
1905,SH,Nov,-0.2
1906,SH,Nov,-0.35
1907,SH,Nov,-0.36
1908,SH,Nov,-0.4
1909,SH,Nov,-0.52
1910,SH,Nov,-0.53
1911,SH,Nov,-0.21
1912,SH,Nov,-0.25
1913,SH,Nov,-0.23
1914,SH,Nov,-0.07
1915,SH,Nov,-0.22
1916,SH,Nov,-0.48
1917,SH,Nov,-0.36
1918,SH,Nov,0.02
1919,SH,Nov,-0.34
1920,SH,Nov,-0.08
1921,SH,Nov,-0.16
1922,SH,Nov,-0.17
1923,SH,Nov,-0.19
1924,SH,Nov,-0.52
1925,SH,Nov,-0.11
1926,SH,Nov,-0.28
1927,SH,Nov,-0.19
1928,SH,Nov,-0.22
1929,SH,Nov,-0.18
1930,SH,Nov,-0.07
1931,SH,Nov,-0.36
1932,SH,Nov,-0.21
1933,SH,Nov,-0.38
1934,SH,Nov,-0.2
1935,SH,Nov,-0.18
1936,SH,Nov,-0.11
1937,SH,Nov,-0.06
1938,SH,Nov,-0.17
1939,SH,Nov,-0.1
1940,SH,Nov,0.07
1941,SH,Nov,0.3
1942,SH,Nov,-0.08
1943,SH,Nov,0.03
1944,SH,Nov,0.03
1945,SH,Nov,0.07
1946,SH,Nov,-0.17
1947,SH,Nov,-0.15
1948,SH,Nov,-0.28
1949,SH,Nov,-0.25
1950,SH,Nov,-0.35
1951,SH,Nov,-0.09
1952,SH,Nov,-0.05
1953,SH,Nov,-0.13
1954,SH,Nov,-0.2
1955,SH,Nov,-0.19
1956,SH,Nov,-0.05
1957,SH,Nov,0.04
1958,SH,Nov,0.02
1959,SH,Nov,-0.18
1960,SH,Nov,-0.14
1961,SH,Nov,-0.01
1962,SH,Nov,0.0
1963,SH,Nov,-0.12
1964,SH,Nov,-0.21
1965,SH,Nov,-0.15
1966,SH,Nov,-0.03
1967,SH,Nov,-0.14
1968,SH,Nov,0.12
1969,SH,Nov,0.1
1970,SH,Nov,0.02
1971,SH,Nov,-0.13
1972,SH,Nov,0.25
1973,SH,Nov,0.18
1974,SH,Nov,0.05
1975,SH,Nov,-0.05
1976,SH,Nov,0.21
1977,SH,Nov,0.06
1978,SH,Nov,0.11
1979,SH,Nov,0.33
1980,SH,Nov,0.38
1981,SH,Nov,0.11
1982,SH,Nov,0.47
1983,SH,Nov,0.12
1984,SH,Nov,0.24
1985,SH,Nov,0.08
1986,SH,Nov,0.17
1987,SH,Nov,0.49
1988,SH,Nov,0.18
1989,SH,Nov,0.28
1990,SH,Nov,0.46
1991,SH,Nov,0.27
1992,SH,Nov,0.14
1993,SH,Nov,0.29
1994,SH,Nov,0.39
1995,SH,Nov,0.31
1996,SH,Nov,0.41
1997,SH,Nov,0.7
1998,SH,Nov,0.37
1999,SH,Nov,0.2
2000,SH,Nov,0.41
2001,SH,Nov,0.47
2002,SH,Nov,0.4
2003,SH,Nov,0.41
2004,SH,Nov,0.47
2005,SH,Nov,0.42
2006,SH,Nov,0.53
2007,SH,Nov,0.35
2008,SH,Nov,0.41
2009,SH,Nov,0.75
2010,SH,Nov,0.41
2011,SH,Nov,0.5
2012,SH,Nov,0.59
2013,SH,Nov,0.54
2014,SH,Nov,0.53
2015,SH,Nov,0.75
2016,SH,Nov,0.72
2017,SH,Nov,0.53
2018,SH,Nov,0.68
2019,SH,Nov,0.79
2020,SH,Nov,0.59
2021,SH,Nov,0.56
2022,SH,Nov,0.35
2023,SH,Nov,NULL
1880,GLB,Dec,-0.17
1881,GLB,Dec,-0.07
1882,GLB,Dec,-0.36
1883,GLB,Dec,-0.11
1884,GLB,Dec,-0.3
1885,GLB,Dec,-0.1
1886,GLB,Dec,-0.25
1887,GLB,Dec,-0.32
1888,GLB,Dec,-0.04
1889,GLB,Dec,-0.29
